,ID,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
ZT0_cycle,102120_left_com1,0.286706687,0.344663844,0.107452375,0,0.02397297,0.57635983,0.229234506,0.036780612,0.016932827,0.174717276,0.130516266,0.080777394,0.345005908,0.35181568,0.498629714,0.506581752,0.277011543,0.3923681,0.083519043,0.442513577,0.130533774,0.250841569,0.399047289,0.058451946,0.008318967,0.432839592,0.0405809,0.141398775,0.49554584,1,0.309129634,0.378236688,0.22725828,0.681027451,0.252555061,0.256675268,0.437209146,0.430572096,0.194864111,0.03491438,0.143627744,0.237652444,0.155929103,0.126383538,0.100469499,0.076297164,0.307064254,0.257681833,0.026980744,0.051684667,0,0,0.062654869,0.681782642,0.307735001,0.306561883,0.060458198,0.054823341,0.069486832,0.201416864,0.515278489,0.049440431,0,0.000609656,0.02593671,0.011845591,0.006820816,0.048457891,0.175170784,0.429349622,0.039668595,0.119987931,0.027363756,0.134188716,0.036731201,0.074695789,0.101114566,0.155330134
ZT0_cycle,102120_left_com2,0.01966673,0,0,0,0,0.000759136,0,0.031697496,0.037028862,0.057438728,0.016331409,0.073517603,0.001103539,0.000259257,0.000739627,0.022842743,0.15045301,0.147122725,0.357618349,0.164138837,0.023477733,0.005626665,0,0,0.003096539,0,0,0.001699494,0,0.008360462,0.031730145,0.000521512,0,0.009762664,0,0.016346913,0.011288817,0.003721662,0,0.004506975,0.015509382,0.057509076,0.563264763,0.405109874,1,0.046430825,0.034367223,0.354032781,0.04277852,0.008135781,0.020452693,0,0,0.000776361,0.000370857,0,0,0.000232214,0,0,0,0,0.044165116,0.012855228,0.032583,0.303116368,0.545387969,0.439714286,0.526092807,0.314808596,0.058076391,0.257211132,0.003977367,0.003150515,0,0.003182468,0.014505274,0.068444498
ZT0_cycle,102120_left_com3,0.399932611,0.410323733,0.001547796,0.093581031,0.016178277,0.327283418,0.571032581,0.76708856,0.116981655,0.03978298,0.010846751,0.017366144,0.039745987,0.029753005,0.1528341,0.052535583,0.07042264,0.493082053,0.315816149,0.249139988,0.150075161,0.240165102,0.273688849,0.163079371,0.225178839,0.120364086,0,0.034776114,0.001412697,0.062058028,0.150262187,0.252906621,0.672613812,0.138222934,0.966378517,0.135856688,0.073373046,0.314018793,0.596533576,0.058794847,0.098310992,0.208083333,1,0.381475398,0.012762444,0.050239434,0.000217885,0.265328962,0.060480057,0.016567565,0.021373286,0.361402545,0.031494346,0.027102142,0.01432558,0.006568271,0.061160966,0.004731191,0.033999493,0.024237812,0.108245635,0.152403143,0.074044426,0.015322253,0.250720242,0.00064845,0.308148791,0.146074606,0.221496638,0.276785213,0.133452862,0.002934911,0.54974197,0,0.00127725,0.0057921,0.176581848,0.012894766
ZT0_cycle,102120_left_com4,0.00038027,0,0.008044782,0.000580924,0,0.047124106,0.797695499,0.617955466,0.67420623,0.718492247,1,0.382809475,0.309712929,0.176804116,0.100623087,0.060768498,0.013785457,0.214780665,0.025745867,0.069598082,0.01377129,0.007179133,0.016391667,0.005829662,0.016942209,0.008455307,0.000183075,0.031735873,0.045449751,0.046326165,0.00486339,0,2.94E-05,0,0,0,0,0.000479306,0.032655947,0.003382303,0.000471041,0.001442555,0.091215845,0.039929487,0.07446966,0.028993719,0.000211099,0.003138128,0.018895399,0.009372343,0.026266792,0.012151225,0.004715504,0.000139072,0.045182628,0.017039843,0.000474831,0.018173849,0.017775678,0.004542944,0.045224202,0.107649733,0.150802682,0.202382957,0.10642744,0.225845229,0.09535918,0.048399862,0.045441671,0.063159994,0.059787546,0.001937528,0.02615463,0.040932697,0.02617736,0.050957395,0.079288361,0.072033621
ZT0_cycle,102120_left_com5,0.020764841,0.13813747,0.023849122,0.034495585,0.069532887,0.047574122,0.062787725,0.398646631,0.527340452,0.648362335,0.659269842,1,0.854291616,0.523737629,0.562256055,0.450111186,0.522417124,0.529705716,0.06227923,0.06002681,0.092972728,0.086069829,0.033426144,0.092796505,0.051327248,0.010220421,0.010444034,0.037930652,0.024537778,0.003535975,0.113223676,0.323545531,0.364608426,0.581075361,0.334694762,0.354395755,0.140674699,0.169477766,0.296006362,0.132617583,0.033120608,0.08739812,0.050280304,0.077319171,0.073536681,0.144273984,0.067181945,0.013389061,0.019491178,0.013352601,0.032099344,0.00343945,0.001138602,0.008453423,8.52E-05,0,1.22E-05,0.000472897,0.006188829,0.010801385,0.00090528,0.002569461,0.015766633,0,0,0,0.020184124,0.011844066,0.025130903,0.002118357,0.001576078,0.009374913,9.21E-05,0,0.000661528,0,0,0.000639238
ZT0_cycle,102120_left_com6,0.022097735,0.064361626,0.047735258,0.078419228,0.056401529,0.034354549,0.0928075,0.190111154,0.083242564,0.33087352,0.310322054,0.230985146,0.389272378,0.302794903,0.213529509,0.373158167,0.080939637,0.48011262,0.38531618,0.372225506,0.655296679,1,0.150874645,0.064131208,0.092325252,0.483766888,0.63718379,0.945746165,0.761200124,0.805142038,0.229581947,0.562041711,0.631229241,0.656153544,0.65754198,0.703232538,0.06313798,0.283197181,0.443503554,0.495084551,0.356090117,0.520979021,0.134519756,0.002115242,0.183314163,0.24807204,0.288533766,0.355930664,0.011381029,0.005906884,0.00140984,0.042697536,0.015768518,0.01924532,0.010148121,0.003768179,0.000199228,0.073484691,0.051190836,0.005243301,0.009065135,0.008637191,0.127133453,0.031585694,0.003416923,0.013970326,0.029700167,0.000344997,0.011829683,0.007411184,0.001268231,0,0.02750685,0.02762662,0.028648755,0.073610487,0.006339262,0.002345343
ZT0_cycle,102120_right_com1,0.000657751,5.35E-05,0,0,0.105565378,0.062202631,0.077176334,0.084619581,0.084144527,0.02371697,0.087271644,0.051624857,0.093547045,0.043335465,0.121590085,0.259000147,0.366609082,1,0.075142165,0.297069345,0.273868428,0.378063635,0.426923217,0,0.010899811,0.00061993,0,0,0.000132623,0,0.006494403,0.064213668,0.021334874,0.031419902,0.010004908,0.017577327,0.010421822,0.006729413,0.085285836,0.133473551,0.054018673,0.044524118,0.004618786,0.00170754,0.001827606,0.001846714,0.003790082,0.002334009,0.000833937,1.79E-05,0,0,0,7.78E-06,0.001078215,0.000388597,7.74E-05,0.004185319,0.011687712,0.002838314,0.0092006,0.005936423,0.008491154,0.000492871,0.001815343,0.015705902,0.000703164,0.001010937,4.69E-05,0,0,8.39E-05,0,0,0.000104867,0,0.000170388,0
ZT0_cycle,102120_right_com2,0.149093501,0.248386759,0.001944446,0.348765229,0.022570901,0.00201385,0.053175578,0.770205449,0.19721658,0.252655011,0.145936343,0.108864613,0.299528726,0.0052745,0.09118113,0.493380292,0.428671266,0.179449161,0.444216924,0.044357068,0.003584109,0.005377335,0.016694847,0.016022108,0.013127328,0,0,0.013639286,0.015200361,0.001001402,0.022929698,1,0.196421467,0.511549129,0.359113391,0.50076989,0.309494734,0.449981562,0.487920171,0.147746375,0.008790202,0.219314467,0.075678986,0.097080232,0.007607107,0,0.038009226,0.00600221,0.005686033,0.007534682,0.017754774,0.003127538,0.009744987,0.020785479,0.018211165,0.071670498,0.181016048,0.208894191,0.117114181,0.133085476,0.306551232,0.084564604,0.139740385,0.343197137,0.284652257,0.517884556,0.082228351,0.028204687,1.34E-05,0.00377735,0.0004149,0.005129747,0,0.007399341,0.002163578,0.019010198,0.005703708,0.186668865
ZT0_cycle,102120_right_com3,0.004173523,0.001056589,0.038017162,0.058746424,0.12812123,0.103187056,0.362973165,1,0.524660028,0.116540658,0.287076556,0.30965766,0.350271318,0.409039825,0.175551729,0.277388083,0.123331503,0.066947215,0.015777389,0.07991596,0.018049921,0.001456333,0.009604387,0.003740291,0.044733254,0.146693978,0.513827066,0.179120757,0.02073196,0.155946693,0.256243729,0.298485766,0.847767343,0.309516955,0.324514236,0.484081344,0.384336292,0.311878008,0.120184573,0.195468544,0.179742334,0.065620498,0.026806975,0.003087096,0.0266712,0.002586108,0.013179742,0,0.00141038,0.019621087,0.012102083,0.01944745,0.019504751,0.064060736,0.196498132,0.163912935,0.127878649,0.004938897,0.105587369,0.047874415,0.213984679,0.14197629,0.14958825,0.146617595,0.171553342,0.009767057,0.042660849,0.000179761,0.003971415,0.005042786,0.00299626,0.018645075,0.062357184,0.003201584,0.010147176,0.003759587,0.001736705,0.066695537
