ID,Offset,Condition,bin,com.raw.distance,com.distance.moving,com.raw.speed,com.speed.moving,com.percentage.moving,ZT,norm_raw_distance,norm_filtered_distance
102120_left_com2,0,cycle,45,48.53355445,0.172073274,0.013481543,0.026472811,0.180555556,21,0.458236069,0.004506975
102120_left_com2,0,cycle,46,58.36323671,0.592137818,0.01621201,0.03820244,0.430555556,22,0.551044334,0.015509382
102120_left_com2,0,cycle,47,58.09967269,2.195657987,0.016138798,0.035701756,1.708333333,23,0.548555859,0.057509076
102120_left_com2,0,cycle,48,83.90792271,21.50507113,0.023307756,0.077356371,7.722222222,0,0.792227916,0.563264763
102120_left_com2,0,cycle,49,73.88892187,15.46682346,0.020524701,0.098829543,4.347222222,1,0.697632174,0.405109874
102120_left_com2,0,cycle,50,105.9138678,38.17932973,0.029420519,0.098273693,10.79166667,2,1,1
102120_left_com2,0,cycle,51,33.28155369,1.772697777,0.009244876,0.041710536,1.180555556,3,0.314232257,0.046430825
102120_left_com2,0,cycle,52,40.80693735,1.31211754,0.01133526,0.040372847,0.902777778,4,0.385284177,0.034367223
102120_left_com2,0,cycle,53,61.64518814,13.51673428,0.017123663,0.085279081,4.402777778,5,0.582031319,0.354032781
102120_left_com2,0,cycle,54,59.00773469,1.633255212,0.016391037,0.039835493,1.138888889,6,0.557129448,0.04277852
102120_left_com2,0,cycle,55,48.19880064,0.310618654,0.013388556,0.028238059,0.305555556,7,0.455075446,0.008135781
102120_left_com2,0,cycle,56,60.52507995,0.780870129,0.016812522,0.033228516,0.652777778,8,0.571455667,0.020452693
102120_left_com2,0,cycle,57,43.30787629,0,0.012029966,NA,0,9,0.408897128,0
102120_left_com2,0,cycle,58,47.86046599,0,0.013294574,NA,0,10,0.451881014,0
102120_left_com2,0,cycle,59,53.33698544,0.029640931,0.014815829,0.014820465,0.055555556,11,0.503588308,0.000776361
102120_left_com2,0,cycle,60,41.67831885,0.014159069,0.011577311,0.028318137,0.013888889,12,0.393511442,0.000370857
102120_left_com2,0,cycle,61,45.87114743,0,0.012741985,NA,0,13,0.433098596,0
102120_left_com2,0,cycle,62,42.77678201,0,0.011882439,NA,0,14,0.40388273,0
102120_left_com2,0,cycle,63,46.88877466,0.008865762,0.01302466,0.017731525,0.013888889,15,0.44270666,0.000232214
102120_left_com2,0,cycle,64,39.45425274,0,0.010959515,NA,0,16,0.372512623,0
102120_left_com2,0,cycle,65,43.64501982,0,0.012123617,NA,0,17,0.412080313,0
102120_left_com2,0,cycle,66,41.84713031,0,0.011624203,NA,0,18,0.395105298,0
102120_left_com2,0,cycle,67,48.25786551,0,0.013404963,NA,0,19,0.455633115,0
102120_left_com2,0,cycle,68,52.75096732,1.686194543,0.014653046,0.044373541,1.055555556,20,0.498055339,0.044165116
102120_left_com2,0,cycle,69,47.95668326,0.490803977,0.013321301,0.042678607,0.319444444,21,0.452789463,0.012855228
102120_left_com2,0,cycle,70,50.01744279,1.243997094,0.013893734,0.04078679,0.847222222,22,0.4722464,0.032583
102120_left_com2,0,cycle,71,66.59249456,11.57277975,0.018497915,0.0648335,4.958333333,23,0.628741977,0.303116368
102120_left_com2,0,cycle,72,80.94597984,20.82254709,0.022484994,0.071432409,8.097222222,0,0.764262335,0.545387969
102120_left_com2,0,cycle,73,66.50023899,16.78799673,0.018472289,0.106590455,4.375,1,0.627870933,0.439714286
102120_left_com2,0,cycle,74,72.20139189,20.08587075,0.020055942,0.063362368,8.805555556,2,0.681699134,0.526092807
102120_left_com2,0,cycle,75,66.95238444,12.01918117,0.018597885,0.065321637,5.111111111,3,0.632139925,0.314808596
102120_left_com2,0,cycle,76,45.36778504,2.217317683,0.012602163,0.044346354,1.388888889,4,0.428346032,0.058076391
102120_left_com2,0,cycle,77,65.43105509,9.820148633,0.018175293,0.052654952,5.180555556,5,0.61777609,0.257211132
102120_left_com2,0,cycle,78,46.70838315,0.151853214,0.012974551,0.043386633,0.097222222,6,0.441003469,0.003977367
102120_left_com2,0,cycle,79,40.13305989,0.120284557,0.011148072,0.048113823,0.069444444,7,0.378921672,0.003150515
102120_left_com2,0,cycle,80,35.47674537,0,0.009854651,NA,0,8,0.334958454,0
102120_left_com2,0,cycle,81,42.97939375,0.121504513,0.01193872,0.040501504,0.083333333,9,0.405795715,0.003182468
102120_left_com2,0,cycle,82,43.40011347,0.553801633,0.012055587,0.039557259,0.388888889,10,0.409767997,0.014505274
102120_left_com2,0,cycle,83,51.04264965,2.613165061,0.014178514,0.035796782,2.027777778,11,0.481926028,0.068444498
102120_left_com3,0,cycle,6,112.7216317,44.16449146,0.031311564,0.077617735,15.80555556,6,0.484769822,0.399932611
102120_left_com3,0,cycle,7,117.0215896,45.31198136,0.032505997,0.127639384,9.861111111,7,0.50326219,0.410323733
102120_left_com3,0,cycle,8,48.81899523,0.170922812,0.013560832,0.034184562,0.138888889,8,0.209950613,0.001547796
102120_left_com3,0,cycle,9,60.47441909,10.3341376,0.01679845,0.057094683,5.027777778,9,0.260075843,0.093581031
102120_left_com3,0,cycle,10,54.38012143,1.786564458,0.015105589,0.034690572,1.430555556,10,0.233866751,0.016178277
102120_left_com3,0,cycle,11,117.5526924,36.14185322,0.032653526,0.058862953,17.05555556,11,0.505546246,0.327283418
102120_left_com3,0,cycle,12,145.2219405,63.05903261,0.040339428,0.080381176,21.79166667,12,0.624540412,0.571032581
102120_left_com3,0,cycle,13,163.1991439,84.70946172,0.045333096,0.105820689,22.23611111,13,0.701853041,0.76708856
102120_left_com3,0,cycle,14,86.47941062,12.9182646,0.024022059,0.040369577,8.888888889,14,0.371912719,0.116981655
102120_left_com3,0,cycle,15,66.94927549,4.393227868,0.018597021,0.0350058,3.486111111,15,0.287921563,0.03978298
102120_left_com3,0,cycle,16,63.96252974,1.197804856,0.017767369,0.032816571,1.013888889,16,0.275076786,0.010846751
102120_left_com3,0,cycle,17,67.53941921,1.917740344,0.01876095,0.031438366,1.694444444,17,0.290459531,0.017366144
102120_left_com3,0,cycle,18,81.79072941,4.389142767,0.022719647,0.04180136,2.916666667,18,0.351748611,0.039745987
102120_left_com3,0,cycle,19,72.33522123,3.285619381,0.020093117,0.035329241,2.583333333,19,0.311084322,0.029753005
102120_left_com3,0,cycle,20,91.62333557,16.8774442,0.025450927,0.039758408,11.79166667,20,0.394034645,0.1528341
102120_left_com3,0,cycle,21,81.27186216,5.801495716,0.022575517,0.037918273,4.25,21,0.349517174,0.052535583
102120_left_com3,0,cycle,22,88.33104276,7.776760341,0.024536401,0.282791285,0.763888889,22,0.379875834,0.07042264
102120_left_com3,0,cycle,23,232.5260908,54.45096891,0.064590581,0.227828322,6.638888889,23,1,0.493082053
102120_left_com3,0,cycle,24,98.31420566,34.8755246,0.027309502,0.086971383,11.13888889,0,0.422809352,0.315816149
102120_left_com3,0,cycle,25,107.4453745,27.51248733,0.029845937,0.080094577,9.541666667,1,0.462078789,0.249139988
102120_left_com3,0,cycle,26,77.82393,16.572775,0.021617758,0.085426675,5.388888889,2,0.334689022,0.150075161
102120_left_com3,0,cycle,27,84.63019639,26.52139213,0.023508388,0.056851859,12.95833333,3,0.363960002,0.240165102
102120_left_com3,0,cycle,28,108.6258714,30.22341399,0.030173853,0.075558535,11.11111111,4,0.467155625,0.273688849
102120_left_com3,0,cycle,29,81.45649286,18.00882775,0.022626804,0.11847913,4.222222222,5,0.350311196,0.163079371
102120_left_com3,0,cycle,30,82.805319,24.86646164,0.023001478,0.067480222,10.23611111,6,0.356111947,0.225178839
102120_left_com3,0,cycle,31,71.73408934,13.29178591,0.019926136,0.073031791,5.055555556,7,0.308499098,0.120364086
102120_left_com3,0,cycle,32,46.24626098,0,0.012846184,NA,0,8,0.198886331,0
102120_left_com3,0,cycle,33,70.89651705,3.840320455,0.019693477,0.040003338,2.666666667,9,0.304897041,0.034776114
102120_left_com3,0,cycle,34,43.22914163,0.156003904,0.012008095,0.039000976,0.111111111,10,0.185910929,0.001412697
102120_left_com3,0,cycle,35,60.73406378,6.853057654,0.016870573,0.119183611,1.597222222,11,0.261192469,0.062058028
102120_left_com3,0,cycle,36,74.44823101,16.59342819,0.020680064,0.064565868,7.138888889,12,0.320171516,0.150262187
102120_left_com3,0,cycle,37,93.39869467,27.92843601,0.025944082,0.05855018,13.25,13,0.401669741,0.252906621
102120_left_com3,0,cycle,38,134.2270055,74.27663106,0.037285279,0.068394688,30.16666667,14,0.577255675,0.672613812
102120_left_com3,0,cycle,39,78.62262478,15.26393559,0.021839618,0.060571173,7,15,0.338123883,0.138222934
102120_left_com3,0,cycle,40,155.4362417,106.7170185,0.043176734,0.06388328,46.40277778,16,0.668467961,0.966378517
